Number;WoRMS_AphiaID;WoRMS_Name;WoRMS_acc_AphiaID;WoRMS_accName;BQI_treatment;EIG1;EIG2;EIG3;EIG4;EIG5;EIG6;EIG7;EIG8;EIG9;EIG10;EIG11;EIG12;EIG13;EIG14;EIG15;EIG16;EIG17;EIG18;EIG19;ES_SWE
146;119023;Astacilla intermedia;119023;Astacilla intermedia;119023;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
147;137683;Astarte;137683;Astarte;137683;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148;771447;Astarte;137683;Astarte;771447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149;138818;Astarte borealis;138818;Astarte borealis;138818;10.36;8.51;7.99;6.62;5.89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
150;138821;Astarte elliptica;138821;Astarte elliptica;138821;NA;9.22;8.37;6.62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
151;138823;Astarte montagui;138823;Astarte montagui;138823;12;7.34;13.81;8.41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
152;138824;Astarte sulcata;138824;Astarte sulcata;138824;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
153;228;Astartidae;228;Astartidae;228;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
154;123776;Asterias rubens;123776;Asterias rubens;123776;11.72;5.85;6.45;5.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
155;123080;Asteroidea;123080;Asteroidea;123080;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
156;123867;Astropecten irregularis;123867;Astropecten irregularis;123867;9.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
157;107486;Athanas nitescens;107486;Athanas nitescens;107486;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
158;131109;Atherospio disticha;131109;Atherospio disticha;131109;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
159;0;Athripsodes cinereus;0;Athripsodes cinereus;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
160;102131;Atylus swammerdamei;488966;Nototropis swammerdamei;102131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
161;102132;Atylus vedlomensis;179538;Nototropis vedlomensis;102132;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
162;146532;Aurospio banyulensis;146532;Aurospio banyulensis;146532;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
163;129646;Autolytus;129659;Myrianida;129646;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
164;102021;Autonoe longipes;102021;Autonoe longipes;102021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
165;131484;Axionice maculata;868065;Pista maculata;131484;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
166;106122;Balanus;106122;Balanus;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
167;106213;Balanus balanus;106213;Balanus balanus;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
168;106215;Balanus crenatus;106215;Balanus crenatus;delete;NA;6.18;4.9;5.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
169;106218;Balanus improvisus;421139;Amphibalanus improvisus;delete;NA;4.42;NA;NA;5.63;1.92;NA;NA;NA;NA;NA;NA;1.8;NA;NA;NA;NA;NA;NA;NA
170;743898;Baltidrilus costatus;743898;Baltidrilus costatus;2036;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
171;140767;Barnea candida;140767;Barnea candida;140767;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
172;102873;Bathymedon longimanus;102873;Bathymedon longimanus;102873;9.63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
173;248261;Bathyomphalus contortus;248261;Bathyomphalus contortus;248261;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
174;103058;Bathyporeia elegans;103058;Bathyporeia elegans;103058;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
175;103060;Bathyporeia guilliamsoniana;103060;Bathyporeia guilliamsoniana;103060;NA;5.58;NA;7.97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
176;103066;Bathyporeia pelagica;103066;Bathyporeia pelagica;103066;NA;1.53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
177;103068;Bathyporeia pilosa;103068;Bathyporeia pilosa;103068;NA;8.08;NA;4.77;4.6;5.2;NA;4.5;3.84;NA;NA;3.99;1;NA;NA;NA;NA;NA;NA;15
178;103069;Bathyporeia pilosa;103073;Bathyporeia sarsi;103069;NA;NA;NA;5.26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
179;103073;Bathyporeia sarsi;103073;Bathyporeia sarsi;103073;NA;NA;NA;5.26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
180;150433;Bdellidae;150433;Bdellidae;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
181;139211;Bela brachystoma;847930;Sorgenfreispira brachystoma;139211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
182;139217;Bela nebula;139217;Bela nebula;139217;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
183;156900;Bezzia;156900;Bezzia;150940;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
184;182698;Bithynia;182698;Bithynia;182698;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
185;737849;Bithynia leachii;737849;Bithynia leachii;737849;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
186;182699;Bithynia tentaculata;182699;Bithynia tentaculata;182699;NA;NA;NA;NA;NA;NA;NA;2.52;NA;NA;NA;NA;2.25;NA;NA;NA;NA;NA;NA;10
187;139054;Bittium reticulatum;139054;Bittium reticulatum;139054;NA;6.34;NA;5.71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
188;105;Bivalvia;105;Bivalvia;105;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
189;129609;Boccardia;129609;Boccardia;129609;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
190;131112;Boccardia redeki;131114;Boccardiella ligerica;131112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
191;129610;Boccardiella;129610;Boccardiella;129610;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
192;131114;Boccardiella ligerica;131114;Boccardiella ligerica;131114;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
193;110445;Bodotria scorpioides;110445;Bodotria scorpioides;110445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
194;386411;Boreochiton ruber;386411;Boreochiton ruber;386411;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
195;146733;Boreotrophon truncatus;146733;Boreotrophon truncatus;146733;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
196;117015;Bougainvillia;117015;Bougainvillia;117015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
197;491633;Brachystomia scalaris;491633;Brachystomia scalaris;491633;NA;5.71;5.17;4.17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
198;130097;Brada inhabilis;130097;Brada inhabilis;130097;13.21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
199;130099;Brada villosa;1355594;Bradabyssa villosa;130099;10.54;NA;13.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
200;1355594;Bradabyssa villosa;1355594;Bradabyssa villosa;1355594;10.54;NA;13.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
201;104906;Branchiostoma lanceolatum;104906;Branchiostoma lanceolatum;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
202;124373;Brissopsis lyrifera;124373;Brissopsis lyrifera;124373;8.97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
203;146142;Bryozoa;146142;Bryozoa;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
204;138878;Buccinum undatum;138878;Buccinum undatum;138878;NA;8.52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
205;101938;Byblis abyssi;101938;Byblis abyssi;101938;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
206;101942;Byblis gaimardi;416573;Byblis gaimardii;101942;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
207;416573;Byblis gaimardii;416573;Byblis gaimardii;416573;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
208;130732;Bylgides elegans;130732;Bylgides elegans;130732;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
209;130735;Bylgides sarsi;130735;Bylgides sarsi;130735;7.84;6;4.97;1;4.17;3.77;1;2.72;4.08;1;1.45;NA;NA;NA;NA;1.57;1.33;NA;NA;15
210;139134;Cadlina laevis;139134;Cadlina laevis;139134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
211;0;Caenis horaria;0;Caenis horaria;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
212;1100;Calanoida;1100;Calanoida;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
213;107729;Callianassa subterranea;107729;Callianassa subterranea;107729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
214;107731;Callianassa tyrrhena;1398927;Gilvossius tyrrhenus;107731;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
215;141556;Calliopaea bellula;141556;Calliopaea bellula;141556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
216;102178;Calliopius laeviusculus;102178;Calliopius laeviusculus;102178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
217;134643;Callipallene brevirostris;134643;Callipallene brevirostris;134643;NA;8.52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
218;110851;Callopora;110851;Callopora;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
219;111197;Callopora lineata;111197;Callopora lineata;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
220;107726;Calocaris macandreae;107726;Calocaris macandreae;107726;8.45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
221;110542;Campylaspis costata;110542;Campylaspis costata;110542;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
222;110543;Campylaspis glabra;110543;Campylaspis glabra;110543;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
223;110555;Campylaspis rubicunda;110555;Campylaspis rubicunda;110555;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
224;129211;Capitella;129211;Capitella;129211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
225;129876;Capitella capitata;129876;Capitella capitata;129876;9.12;2.13;1.85;1.64;3.7;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
226;129877;Capitella giardi;129877;Capitella giardi;129877;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
227;921;Capitellidae;921;Capitellidae;921;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
228;146759;Capitellides giardi;129877;Capitella giardi;146759;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
229;101430;Caprella;101430;Caprella;101430;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
230;101839;Caprella linearis;101839;Caprella linearis;101839;NA;6.15;11.53;13.94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
231;101848;Caprella punctata;101851;Caprella septentrionalis;101848;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
232;101851;Caprella septentrionalis;101851;Caprella septentrionalis;101851;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
233;107381;Carcinus maenas;107381;Carcinus maenas;107381;NA;6.21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
234;229;Cardiidae;229;Cardiidae;229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
235;137734;Cardium;137734;Cardium;137734;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
236;178527;Cardium echinatum;138992;Acanthocardia echinata;178527;11.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
237;146789;Cardium ovale;181343;Parvicardium pinnulatum;146789;10.67;7;10.78;6.26;6.23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
238;129241;Caulleriella;129241;Caulleriella;129241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
239;129944;Caulleriella bioculata;129944;Caulleriella bioculata;129944;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
240;129945;Caulleriella killariensis;152269;Tharyx killariensis;129945;10.36;15.85;13.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
241;129948;Caulleriella zetlandica;336485;Chaetozone zetlandica;129948;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
242;1059646;Centraloecetes kroyeranus;1059646;Centraloecetes kroyeranus;1059646;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
243;139009;Cerastobyssum hauniense;139009;Parvicardium hauniense;139009;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
244;137735;Cerastoderma;137735;Cerastoderma;137735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
245;138998;Cerastoderma edule;138998;Cerastoderma edule;138998;NA;5.33;NA;3.45;4.28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
246;138999;Cerastoderma glaucum;138999;Cerastoderma glaucum;138999;NA;3.43;NA;4.05;4.69;6.06;NA;2.31;5.06;NA;NA;6.34;2.54;NA;5.44;NA;NA;NA;NA;10
247;146788;Cerastoderma lamarcki;138999;Cerastoderma glaucum;146788;NA;3.43;NA;4.05;4.69;6.06;NA;2.31;5.06;NA;NA;6.34;2.54;NA;5.44;NA;NA;NA;NA;10
248;146790;Cerastoderma scabrum;139012;Parvicardium scabrum;146790;NA;10.46;10.57;12.04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
249;130367;Ceratocephale loveni;130367;Ceratocephale loveni;130367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
250;150940;Ceratopogonidae;150940;Ceratopogonidae;150940;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
251;122348;Cerebratulus;122348;Cerebratulus;122348;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
252;101010;Cerianthus lloydi;283798;Cerianthus lloydii;101010;6.87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
253;283798;Cerianthus lloydii;283798;Cerianthus lloydii;283798;6.87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
254;139106;Chaetoderma nitidulum;139106;Chaetoderma nitidulum;139106;10.89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
255;2081;Chaetognatha;2081;Chaetognatha;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
256;129229;Chaetopterus;129229;Chaetopterus;129229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
257;129912;Chaetopterus norvegicus;129912;Chaetopterus norvegicus;129912;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
258;129914;Chaetopterus variopedatus;129914;Chaetopterus variopedatus;129914;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
259;129242;Chaetozone;129242;Chaetozone;129242;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
260;129951;Chaetozone caputesocis;129951;Chaetozone caputesocis;129951;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
261;152217;Chaetozone christiei;152217;Chaetozone christiei;152217;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
262;129955;Chaetozone setosa;129955;Chaetozone setosa;129955;10.49;8;13.15;14.97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
263;332672;Chaetozone vivipara;332672;Chaetozone vivipara;332672;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
264;336485;Chaetozone zetlandica;336485;Chaetozone zetlandica;336485;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
265;132761;Chalinula limbata;132761;Chalinula limbata;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
266;141907;Chamelea gallina;141907;Chamelea gallina;141907;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
267;141908;Chamelea striatula;141908;Chamelea striatula;141908;8.62;5.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
268;0;Chaoboridae;0;Chaoboridae;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
269;101669;Cheirocratus;101669;Cheirocratus;101669;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
270;102795;Cheirocratus intermedius;102795;Cheirocratus intermedius;102795;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
271;102798;Cheirocratus sundevallii;102798;Cheirocratus sundevallii;102798;13.18;14.61;17.17;12.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
272;1274;Chelicerata;1274;Chelicerata;1274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
273;148582;Chelicorophium curvispinum;148582;Chelicorophium curvispinum;148582;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
274;118100;Chironomidae;118100;Chironomidae;118100;NA;7.4;NA;7.6;4.43;2.85;NA;1.59;NA;3;1;NA;1;1;NA;NA;2;2;2;1
275;150882;Chironomini;150882;Chironomini;118100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
276;146802;Chironomus;146802;Chironomus;118100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
277;955291;Chironomus plumosus;955291;Chironomus plumosus;118100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
278;138315;Chlamys;138315;Chlamys;138315;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
279;146813;Chlamys septemradiatus;140717;Pseudamussium peslutrae;146813;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
280;129525;Chone;129525;Chone;129525;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
281;130888;Chone duneri;130888;Chone duneri;130888;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
282;130889;Chone fauveli;130889;Chone fauveli;130889;12.58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
283;130891;Chone infundibuliformis;130891;Chone infundibuliformis;130891;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
284;140918;Chrysallida interstincta;817982;Parthenina interstincta;140918;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
285;103732;Ciona intestinalis;103732;Ciona intestinalis;delete;NA;5.14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
286;919;Cirratulidae;919;Cirratulidae;919;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
287;129243;Cirratulus;129243;Cirratulus;129243;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
288;129959;Cirratulus cirratus;129959;Cirratulus cirratus;129959;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
289;146834;Cirratulus filiformis;129937;Aphelochaeta filiformis;146834;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
290;152340;Cirrophorus eliasoni;130581;Paradoneis eliasoni;152340;12.02;8.68;6.36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
291;1076;Cladocera;1076;Cladocera;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
292;141909;Clausinella fasciata;141909;Clausinella fasciata;141909;9.98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
293;117426;Clava multicornis;117426;Clava multicornis;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
294;14165;Clitellata;14165;Clitellata;14165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
295;137553;Clitellio (Clitellio) arenarius;137553;Clitellio (Clitellio) arenarius;2036;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
296;117030;Clytia;117030;Clytia;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
297;117368;Clytia hemisphaerica;117368;Clytia hemisphaerica;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
298;1267;Cnidaria;1267;Cnidaria;1267;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
