Number;WoRMS_AphiaID;WoRMS_Name;WoRMS_acc_AphiaID;WoRMS_accName;BQI_treatment;EIG1;EIG2;EIG3;EIG4;EIG5;EIG6;EIG7;EIG8;EIG9;EIG10;EIG11;EIG12;EIG13;EIG14;EIG15;EIG16;EIG17;EIG18;EIG19;ES_SWE
786;122543;Lineus viridis;122543;Lineus viridis;122543;9.87;6.59;7;5.15;4;4.46;1;3.4;4.7;NA;NA;4.29;3;NA;5.2;NA;1.36;1;1.25;10
787;107387;Liocarcinus depurator;107387;Liocarcinus depurator;107387;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
788;333843;Lipobranchius jeffreysii;333843;Lipobranchius jeffreysii;333843;9.87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
789;333844;Lipobranchus jeffreysii;333843;Lipobranchius jeffreysii;333844;9.87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
790;822172;Lithoglyphus naticoides;822172;Lithoglyphus naticoides;822172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
791;138135;Littorina;138135;Littorina;138135;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
792;140262;Littorina littorea;140262;Littorina littorea;140262;NA;4.42;NA;3.82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
793;140263;Littorina obtusata;140263;Littorina obtusata;140263;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
794;140264;Littorina saxatilis;140264;Littorina saxatilis;140264;NA;5;NA;3.78;5.35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
795;445895;Littorina saxatilis;140264;Littorina saxatilis;445895;NA;5;NA;3.78;5.35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
796;140283;Lucinoma borealis;140283;Lucinoma borealis;140283;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
797;178639;Luidia sarsi;123922;Luidia sarsii;178639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
798;123922;Luidia sarsii;123922;Luidia sarsii;123922;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
799;130300;Lumbriclymene minor;130300;Lumbriclymene minor;130300;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
800;177538;Lumbriculus variegatus;177538;Lumbriculus variegatus;2036;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;203863;Lumbrinereis;129337;Lumbrineris;203863;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;967;Lumbrineridae;967;Lumbrineridae;967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
803;129337;Lumbrineris;129337;Lumbrineris;129337;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;152285;Lumbrineris fragilis;130261;Scoletoma fragilis;152285;8.35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
805;130244;Lumbrineris gracilis;607402;Hilbigneris gracilis;130244;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
806;155360;Lumbrineris magnidentata;155360;Lumbrineris magnidentata;155360;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
807;130253;Lumbrineris scopa;130223;Abyssoninoe scopa;130253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
808;155482;Lumbrineris scopa aequilobata;146469;Abyssoninoe hibernica;155482;9.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
809;152293;Lumbrineris tetraura;152293;Lumbrineris tetraura;152293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
810;152324;Lunatia alderi;151894;Euspira nitida;152324;11.07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
811;150639;Lunatia montagui;140533;Euspira montagui;150639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
812;140295;Lutraria lutraria;140295;Lutraria lutraria;140295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
813;181583;Lymnaea peregra;1288095;Peregriana peregra;181583;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
814;181582;Lymnaea stagnalis;181582;Lymnaea stagnalis;181582;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
815;160343;Lymnaeidae;160343;Lymnaeidae;160343;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
816;101395;Lysianassidae;101395;Lysianassidae;101395;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
817;131500;Lysilla loveni;131500;Lysilla loveni;131500;NA;NA;9.44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
818;138531;Macoma;138531;Macoma;138531;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
819;141579;Macoma balthica;880017;Limecola balthica;141579;7.42;6.73;6.38;5;3.83;3.98;1.27;2.75;3.2;1.72;2.22;3.62;2;3;4.33;NA;2;1.39;1.89;5
820;141580;Macoma calcarea;141580;Macoma calcarea;141580;8.36;8.45;8.75;8.23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
821;878470;Macomangulus tenuis;878470;Macomangulus tenuis;878470;7.96;1.53;NA;2.83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
822;156228;Macropipus depurator;107387;Liocarcinus depurator;156228;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
823;150842;Macroplea mutica;150842;Macroplea mutica;150842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
824;107345;Macropodia rostrata;107345;Macropodia rostrata;107345;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
825;101675;Maera;101675;Maera;101675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
826;102820;Maera loveni;102820;Maera loveni;102820;10.51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
827;129341;Magelona;129341;Magelona;129341;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
828;130266;Magelona alleni;130266;Magelona alleni;130266;8.57;7.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
829;130268;Magelona filiformis;130268;Magelona filiformis;130268;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
830;130270;Magelona minuta;129341;Magelona;130270;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
831;130271;Magelona mirabilis;130271;Magelona mirabilis;130271;10.08;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
832;154130;Magelona papillicornis;130271;Magelona mirabilis;154130;10.08;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
833;122641;Malacobdella grossa;122641;Malacobdella grossa;122641;NA;11.93;8.21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
834;129614;Malacoceros ;129614;Malacoceros ;129614;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
835;131131;Malacoceros fuliginosus;131131;Malacoceros fuliginosus;131131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
836;333954;Malacoceros tetracerus;333954;Malacoceros tetracerus;333954;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
837;131134;Malacoceros vulgaris;131134;Malacoceros vulgaris;131134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
838;130305;Maldane sarsi;130305;Maldane sarsi;130305;5.22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
839;923;Maldanidae;923;Maldanidae;923;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
840;147008;Malmgrenia andreapolis;147008;Malmgrenia andreapolis;147008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
841;152357;Malmgrenia castanea;152357;Malmgrenia castanea;152357;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
842;152304;Malmgrenia ljungmani;152304;Malmgrenia ljungmani;152304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
843;155194;Malmgrenia lunulata;155194;Malmgrenia lunulata;155194;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
844;129499;Malmgreniella;129499;Malmgreniella;129499;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
845;130811;Malmgreniella castanea;152357;Malmgrenia castanea;130811;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
846;130815;Malmgreniella ljungmani;152304;Malmgrenia ljungmani;130815;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
847;130816;Malmgreniella lunulata;155194;Malmgrenia lunulata;130816;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
848;130926;Manayunkia aestuarina;130926;Manayunkia aestuarina;130926;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.99;NA;NA;4.71;NA;NA;NA;NA;10
849;152322;Mangelia (Mangelia) brachystoma;847930;Sorgenfreispira brachystoma;152322;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
850;139265;Mangelia attenuata;139265;Mangelia attenuata;139265;9.38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
851;751247;Mangelia nebula;139217;Bela nebula;751247;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
852;129615;Marenzelleria;129615;Marenzelleria;129615;NA;5.9;NA;6.94;4.3;4.38;2.5;2.72;3.42;1;1;2.98;2;1;3.11;3;1.69;1.93;2;5
853;333964;Marenzelleria arctia;333964;Marenzelleria arctia;129615;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
854;181523;Marenzelleria neglecta;181523;Marenzelleria neglecta;129615;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
855;131135;Marenzelleria viridis;131135;Marenzelleria viridis;129615;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
856;423507;Medicorophium affine;423507;Medicorophium affine;423507;13.28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
857;129218;Mediomastus;129218;Mediomastus;129218;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
858;129892;Mediomastus fragilis;129892;Mediomastus fragilis;129892;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
859;423508;Megamoera dentata;423508;Megamoera dentata;423508;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
860;102377;Megamphopus cornutus;102377;Megamphopus cornutus;102377;NA;6.15;17.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
861;110690;Meganyctiphanes norvegica;110690;Meganyctiphanes norvegica;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
862;139849;Melanella lubrica;139849;Melanella lubrica;139849;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
863;566149;Melanella pyramidalis;566736;Leiostraca pyramidalis;566149;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
864;129168;Melinna;129168;Melinna;129168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
865;129804;Melinna cristata;129804;Melinna cristata;129804;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
866;146922;Melita nitida;146922;Melita nitida;146922;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
867;102841;Melita obtusata;102788;Abludomelita obtusata;102841;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
868;102843;Melita palmata;102843;Melita palmata;102843;NA;NA;NA;5.1;5.85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
869;101397;Melitidae;101397;Melitidae;101397;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
870;102860;Melphidippella macra;102860;Melphidippella macra;102860;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
871;111411;Membranipora membranacea;111411;Membranipora membranacea;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
872;152905;Mendicula ferruginosa;152905;Mendicula ferruginosa;152905;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
873;117434;Merona cornucopiae;117434;Merona cornucopiae;117434;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
874;120072;Mesopodopsis slabberi;120072;Mesopodopsis slabberi;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
875;103132;Metopa pusilla;103132;Metopa pusilla;103132;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
876;160514;Metopa rubrovittata;160514;Metopa rubrovittata;160514;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
877;148596;Metopella nasuta;103110;Hardametopa nasuta;148596;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
878;100982;Metridium senile;100982;Metridium senile;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
879;101471;Microdeutopus;101471;Microdeutopus;101471;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
880;102043;Microdeutopus anomalus;102043;Microdeutopus anomalus;102043;NA;7.39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
881;102048;Microdeutopus gryllotalpa;102048;Microdeutopus gryllotalpa;102048;NA;5.85;2.77;5.09;4.33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
882;130168;Microphthalmus aberrans;130168;Microphthalmus aberrans;130168;NA;5.41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
883;130174;Microphthalmus sczelkowii;130174;Microphthalmus sczelkowii;130174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
884;102380;Microprotopus maculatus;102380;Microprotopus maculatus;102380;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
885;122549;Micrura baltica;122549;Micrura baltica;122549;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
886;236719;Mimachlamys varia;236719;Mimachlamys varia;236719;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
887;152392;Minuspio cirrifera;131153;Prionospio cirrifera;152392;9.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
888;140460;Modiolarca subpicta;506128;Musculus subpictus;140460;NA;4.55;13.33;4.59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
889;150683;Modiolarca tumida;506128;Musculus subpictus;150683;NA;4.55;13.33;4.59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
890;140461;Modiolula phaseolina;140461;Modiolula phaseolina;140461;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
891;140464;Modiolus barbatus;140464;Modiolus barbatus;140464;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
892;140467;Modiolus modiolus;140467;Modiolus modiolus;140467;NA;9.56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
893;103509;Molgula;103509;Molgula;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
894;103788;Molgula manhattensis;103788;Molgula manhattensis;delete;NA;13.43;15.47;4.59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
895;103448;Molgulidae;103448;Molgulidae;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
896;51;Mollusca;51;Mollusca;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
897;153027;Monia patelliformis;138751;Pododesmus patelliformis;153027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
898;148592;Monocorophium insidiosum;148592;Monocorophium insidiosum;148592;NA;7.39;9.59;5.27;5.45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
899;101694;Monoculodes;101694;Monoculodes;101694;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
900;102882;Monoculodes carinatus;547074;Kroyera carinata;102882;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
901;102892;Monoculodes packardi;102892;Monoculodes packardi;102892;11.86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
902;141720;Monophorus perversus;141720;Monophorus perversus;141720;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
903;103077;Monoporeia affinis;103077;Monoporeia affinis;103077;NA;NA;NA;2;3.47;1.91;1.95;1.06;3.01;2.3;1.43;2;1;1;4.44;1;1;1;1;15
904;422916;Monopseudocuma gilsoni;422916;Monopseudocuma gilsoni;422916;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
905;140371;Montacuta ferruginosa;146952;Tellimya ferruginosa;140371;11.56;10.57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
906;140378;Montacuta tenella;152397;Tellimya tenella;140378;9.98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
907;118759;Munna minuta;118759;Munna minuta;118759;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
908;181563;Musculium lacustre;181563;Musculium lacustre;181563;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
909;138225;Musculus;138225;Musculus;138225;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
910;140472;Musculus discors;140472;Musculus discors;140472;NA;6.15;NA;12.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
911;152587;Musculus marmoratus;506128;Musculus subpictus;152587;NA;4.55;13.33;4.59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
912;140474;Musculus niger;140474;Musculus niger;140474;10.46;9.98;12.27;5.91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
913;506128;Musculus subpictus;506128;Musculus subpictus;506128;NA;4.55;13.33;4.59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
914;138211;Mya;138211;Mya;138211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
915;140430;Mya arenaria;140430;Mya arenaria;140430;8.36;6.19;5.86;5.05;3.79;4.93;NA;4.57;3.92;NA;NA;4.2;3;NA;4.87;NA;NA;NA;NA;10
916;140431;Mya truncata;140431;Mya truncata;140431;11.02;7.79;7.51;7.21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
917;129659;Myrianida;129659;Myrianida;129659;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
918;238200;Myrianida prolifera;238200;Myrianida prolifera;238200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
919;275486;Myrichthys ocellatus;275486;Myrichthys ocellatus;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
920;308296;Myrichthys oculatus;275486;Myrichthys ocellatus;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
921;130542;Myriochele heeri;130542;Myriochele heeri;130542;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
922;130543;Myriochele oculata;146950;Galathowenia oculata;130543;7.98;10.75;3.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
923;140287;Myrtea spinifera;140287;Myrtea spinifera;140287;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
924;138186;Mysella;138186;Mysella;138186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
925;140380;Mysella bidentata;345281;Kurtiella bidentata;140380;8.75;5.71;6.1;6.26;6.23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
926;140728;Mysia undata;140728;Mysia undata;140728;11.31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
927;149668;Mysida;149668;Mysida;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
928;2824;Mysidacea;149668;Mysida;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
929;119822;Mysidae;119822;Mysidae;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
930;119886;Mysis;119886;Mysis;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
931;120113;Mysis mixta;120113;Mysis mixta;delete;NA;NA;NA;NA;NA;NA;2;NA;NA;2.94;1;NA;NA;NA;NA;1.54;1.3;NA;NA;NA
932;120120;Mysis relicta;120120;Mysis relicta;delete;NA;NA;NA;NA;NA;NA;2;NA;NA;1;1;NA;NA;NA;NA;1.55;1.28;1.29;1.3;NA
933;147027;Mysta barbata;147027;Mysta barbata;147027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
934;0;Mystacides azurea;0;Mystacides azurea;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
935;211;Mytilidae;211;Mytilidae;211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
936;156887;Mytilopsis leucophaeata;156887;Mytilopsis leucophaeata;156887;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
937;138228;Mytilus;138228;Mytilus;138228;NA;5.53;4.61;3.76;4.42;1.92;2;1.85;NA;2.98;NA;NA;1.8;NA;NA;NA;NA;NA;NA;5
